name,body,transmission,fuel
"Honda Brio Amaze1.3 V Navi AT

P848,000",Sedan,Automatic,Gasoline
"TATA Xenon4x2 MT

P830,000",Pickup,Manual,Diesel
"TATA Xenon4x4 MT

P1,135,000",Pickup,Manual,Diesel
"Mercedes-Benz C-ClassSedan C180

Ask price",Sedan,Automatic,Gasoline
"Mercedes-Benz C-ClassSedan C200

Ask price",Sedan,Automatic,Gasoline
"Mercedes-Benz C-ClassSedan C250

Ask price",Sedan,Automatic,Gasoline
"Mercedes-Benz C-ClassCoupe C250

Ask price",Coupe,Automatic,Gasoline
"Audi A3Sedan 1.8 TFSI

Ask price",Sedan,Automatic,Gasoline
"Audi A32.0 TDI Ambition

Ask price",Sedan,Automatic,Diesel
"Audi A32.0 TDI Attraction

Ask price",Sedan,Automatic,Diesel
"Audi A3Hatchback 1.8 TFSI

P2,350,000",Wagon/Hatchback,Automatic,Gasoline
"BMW M4Coupe 3.0

P9,790,000",Coupe,Automatic,Gasoline
"Porsche MacanGTS

Ask price",SUV,Automatic,Gasoline
"Porsche MacanTurbo

Ask price",Sedan,Automatic,Gasoline
"Porsche MacanS

Ask price",SUV,Automatic,Gasoline
"Porsche MacanS Diesel

Ask price",Sedan,Automatic,Diesel
"Porsche MacanPDK

Ask price",SUV,Automatic,Gasoline
"BMW M3M3 AT

P9,690,000",Sedan,Automatic,Gasoline
"MINI Cooper1.5 (3-Door) AT

P2,550,000",Wagon/Hatchback,Automatic,Gasoline
"MINI Cooper1.5 (5-Door) AT

P2,650,000",Wagon/Hatchback,Automatic,Gasoline
"MINI Cooper2.0 S (3-Door) AT

P3,000,000",Wagon/Hatchback,Automatic,Gasoline
"MINI Cooper2.0 S (5-Door) AT

P3,100,000",Wagon/Hatchback,Automatic,Gasoline
"MINI CooperJCW 2.0 S (3-Door) AT

P3,850,000",Wagon/Hatchback,Automatic,Gasoline
"MINI Cooper2.0 S AT Convertible

P3,350,000",Convertible,Automatic,Gasoline
"MINI Cooper2.0 JCW AT Convertible

P4,300,000",Convertible,Automatic,Gasoline
"Maserati Ghibli3.0L V6 330

Ask price",Sedan,Automatic,Gasoline
"Maserati GhibliS 3.0L V6 410

Ask price",Sedan,Automatic,Gasoline
"Maserati GhibliSQ4 3.0L V6 AWD

Ask price",Sedan,Automatic,Gasoline
"Maserati GhibliDiesel 3.0L V6

Ask price",Sedan,Automatic,Diesel
"Mazda Mazda3Hatchback 1.5 SkyActiv V AT

P1,110,000",Wagon/Hatchback,Automatic,Gasoline
"Mazda Mazda3Hatchback 1.5 SkyActiv V AT Soul Red

P1,126,800",Wagon/Hatchback,Automatic,Gasoline
"Mazda Mazda3Hatchback 1.5 SkyActiv V AT Soul Red Crystal

P1,132,400",Wagon/Hatchback,Automatic,Gasoline
"Mazda Mazda3Hatchback 2.0 SkyActiv R AT

P1,300,000",Wagon/Hatchback,Automatic,Gasoline
"Mazda Mazda3Hatchback 2.0 SkyActiv R AT Soul Red

P1,316,800",Wagon/Hatchback,Automatic,Gasoline
"Mazda Mazda3Hatchback 2.0 SkyActiv R AT Soul Red Crystal

P1,322,400",Wagon/Hatchback,Automatic,Gasoline
"Mazda Mazda3Hatchback 2.0 SkyActiv SPEED AT

P1,490,000",Wagon/Hatchback,Automatic,Gasoline
"Mazda Mazda3Hatchback 2.0 SkyActiv SPEED AT Soul Red

P1,506,800",Wagon/Hatchback,Automatic,Gasoline
"Mazda Mazda3Hatchback 2.0 SkyActiv SPEED AT Soul Red Crystal

P1,512,400",Wagon/Hatchback,Automatic,Gasoline
"Mazda Mazda3Sedan 1.5 SkyActiv V AT

P1,090,000",Sedan,Automatic,Gasoline
"Mazda Mazda3Sedan 1.5 SkyActiv V AT Soul Red

P1,106,800",Sedan,Automatic,Gasoline
"Mazda Mazda3Sedan 1.5 SkyActiv V AT Soul Red Crystal

P1,112,400",Sedan,Automatic,Gasoline
"Mazda Mazda3Sedan 2.0 SkyActiv R AT

P1,280,000",Sedan,Automatic,Gasoline
"Mazda Mazda3Sedan 2.0 SkyActiv R AT Soul Red

P1,286,800",Sedan,Automatic,Gasoline
"Mazda Mazda3Sedan 2.0 SkyActiv R AT Soul Red Crystal

P1,302,400",Sedan,Automatic,Gasoline
"Subaru WRX2.0 CVT

P2,008,000 Promo Available",Sedan,Automatic,Gasoline
"Subaru WRX2.0 MT

P1,930,000 Promo Available",SUV,Manual,Gasoline
"Subaru WRX STI2.5 MT

P2,748,000",Sedan,Manual,Gasoline
"Mazda Mazda2Hatchback 1.5 SkyActiv AT Midnight Edition

P1,085,000",Wagon/Hatchback,Automatic,Gasoline
"Mazda Mazda2Sedan 1.5 SkyActiv S MT

P850,000",Sedan,Manual,Gasoline
"Mazda Mazda2Hatchback 1.5 SkyActiv V+ AT

P965,000",Wagon/Hatchback,Automatic,Gasoline
"Mazda Mazda2Sedan 1.5 SkyActiv R AT (Soul Red)

P1,071,800",Sedan,Automatic,Gasoline
"Mazda Mazda2Sedan 1.5 SkyActiv V+ AT

P975,000",Sedan,Automatic,Gasoline
"Mazda Mazda2Sedan 1.5 SkyActiv R AT

P1,055,000",Sedan,Automatic,Gasoline
"Mazda Mazda2Sedan 1.5 SkyActiv V+ AT Soul Red

P991,800",Sedan,Automatic,Gasoline
"Mazda Mazda2Sedan 1.5 SkyActiv R AT (Soul Red Crystal)

P1,077,400",Sedan,Automatic,Gasoline
"Mazda Mazda21.5 SkyActiv V+ AT (Soul Red Crystal)

P997,400",Sedan,Automatic,Gasoline
"Toyota Wigo1.0 E MT

P557,000 Promo Available",Wagon/Hatchback,Manual,Gasoline
"Toyota Wigo1.0 G MT

P596,000",Wagon/Hatchback,Manual,Gasoline
"Toyota Wigo1.0 G AT

P631,000",Wagon/Hatchback,Automatic,Gasoline
"Toyota Wigo1.0 TRD AT

P696,000",Wagon/Hatchback,Automatic,Gasoline
"BMW 4 SeriesGran Coupe 420d

P4,590,000",Coupe,Automatic,Diesel
"Hyundai H1002.6 GL Shuttle Body 5MT (w/o AC)

P870,000",Pickup,Manual,Diesel
"Hyundai H1002.6 GL Shuttle Body 5MT (w/ Front AC)

P900,000",Pickup,Manual,Diesel
"Hyundai H1002.6 GL Jeepney Body 5MT (w/o AC)

P790,000",Pickup,Manual,Diesel
"Hyundai H1002.5 CRDi GL Jeepney Body 6MT (w/o AC)

P950,000",Pickup,Manual,Diesel
"Hyundai H1002.5 CRDi GL Shuttle Body 6MT (w/o AC)

P1,055,000",Pickup,Manual,Diesel
"Hyundai H1002.5 CRDi GL Shuttle Body 6MT (w/ Front AC)

P1,095,000",Pickup,Manual,Diesel
"Toyota Corolla / Corolla Altis1.6 E MT

P961,000 Promo Available",Sedan,Manual,Gasoline
"Toyota Corolla / Corolla Altis1.6 G MT

P977,000 Promo Available",Sedan,Manual,Gasoline
"Toyota Corolla / Corolla Altis1.6 G AT

P1,053,000 Promo Available",Sedan,Automatic,Gasoline
"Toyota Corolla / Corolla Altis1.6 V AT

P1,131,000 Promo Available",Sedan,Automatic,Gasoline
"Toyota Corolla / Corolla Altis1.6 V AT White Pearl

P1,146,000 Promo Available",Sedan,Automatic,Gasoline
"Toyota Corolla / Corolla Altis2.0 V AT

P1,477,000 Promo Available",Sedan,Automatic,Gasoline
"Toyota Corolla / Corolla Altis2.0 V AT White Pearl

P1,492,000 Promo Available",Sedan,Automatic,Gasoline
"Mercedes-Benz S-ClassS 350 LWB

P9,200,000 Promo Available",Sedan,Automatic,Gasoline
"Mercedes-Benz S-ClassS 500 LWB

P11,300,000 Promo Available",Sedan,Automatic,Gasoline
"Mercedes-Benz S-ClassS 400 Blue Hybrid

Ask price",Sedan,Automatic,Gasoline
"Lexus GX460

P5,528,000",SUV,Automatic,Gasoline
"Mitsubishi Mirage G4GLX 1.2 MT

P735,000 Promo Available",Sedan,Manual,Gasoline
"Mitsubishi Mirage G4GLX 1.2 CVT

P785,000 Promo Available",Sedan,Automatic,Gasoline
"Mitsubishi Mirage G4GLS 1.2 CVT

P839,000 Promo Available",Sedan,Automatic,Gasoline
"Toyota FJ Cruiser4.0 V6

P2,048,000",SUV,Automatic,Gasoline
"Maserati QuattroporteSQ4 3.0L V6 410

Ask price",Sedan,Automatic,Gasoline
"Maserati QuattroporteGTS 3.8L V8 530

Ask price",Sedan,Automatic,Gasoline
"Maserati QuattroporteDiesel 3.0L V6

Ask price",Sedan,Automatic,Diesel
"Maserati QuattroporteS 3.0L V6 410

Ask price",Sedan,Automatic,Gasoline
"Ford FiestaHatchback 1.5 Trend MT

P755,000",Wagon/Hatchback,Manual,Gasoline
"Isuzu ForwardFRR 90

Ask price",Truck,Manual,Diesel
"Isuzu ForwardFSR 34

Ask price",Truck,Manual,Diesel
"Isuzu ForwardFVR 34

Ask price",Truck,Manual,Diesel
"Isuzu ForwardFVM34 T Blue Power

Ask price",Truck,Manual,Diesel
"Isuzu ForwardFVM34 W Blue Power

Ask price",Truck,Manual,Diesel
"Isuzu ForwardFVR34 Q Blue Power

Ask price",Truck,Manual,Diesel
"Isuzu ForwardFSR34 N Blue Power

Ask price",Truck,Manual,Diesel
"Isuzu ForwardFRR90 M Blue Power

Ask price",Truck,Manual,Diesel
"Isuzu ForwardFVM 34 Extended Chassis

Ask price",Truck,Manual,Diesel
"Isuzu ForwardFVM 34

Ask price",Truck,Manual,Diesel
"Rolls-Royce PhantomV12 AT

Ask price",Sedan,Automatic,Gasoline
"Rolls-Royce PhantomExtended Wheelbase V12 AT

Ask price",Sedan,Automatic,Gasoline
"Lexus IS350

P2,838,000",Sedan,Automatic,Gasoline
"Lexus IS350 F-Sport

P3,378,000",Sedan,Automatic,Gasoline
"Land Rover Range RoverSDV8

Ask price",SUV,Automatic,Diesel
"Land Rover Range RoverS/C V8

Ask price",SUV,Automatic,Gasoline
"Land Rover Range RoverHSE TDV6

Ask price",SUV,Automatic,Diesel
"Land Rover Range RoverVogue SDV8

Ask price",SUV,Automatic,Diesel
"Bentley Continental Flying SpurW12

Ask price",Sedan,Automatic,Gasoline
"Bentley Continental Flying SpurV8

Ask price",Sedan,Automatic,Gasoline
"Jaguar XF2.0 Prestige

Ask price",Sedan,Automatic,Gasoline
"Jaguar XF2.0 R-Sport

Ask price",Sedan,Automatic,Gasoline
"Volvo V40T4 R-Design

Ask price",Wagon/Hatchback,Automatic,Gasoline
"Volvo V60T5 8-Speed Geartronic

Ask price",Wagon/Hatchback,Automatic,Gasoline
"Mercedes-Benz B-ClassB 180

Ask price",Wagon/Hatchback,Automatic,Gasoline
"Mercedes-Benz B-ClassB 200 BlueEFFIECEINCY AT

Ask price",Wagon/Hatchback,Automatic,Gasoline
"Mercedes-Benz B-ClassB 200 BlueEFFIECEINCY MT

Ask price",Wagon/Hatchback,Manual,Gasoline
"Mercedes-Benz B-ClassB 250 BlueEFFIECEINCY AT

Ask price",Wagon/Hatchback,Automatic,Gasoline
"Jeep Grand Cherokee3.0 Limited CRD

P4,350,000",SUV,Automatic,Diesel
"Jeep Grand Cherokee3.6 Summit

P4,550,000",SUV,Automatic,Gasoline
"Jeep CherokeeLimited

P2,890,000",SUV,Automatic,Gasoline
"Jeep CherokeeTrailhawk

P2,990,000",SUV,Automatic,Gasoline
"Subaru BRZ2.0 AT

P2,058,000 Promo Available",Coupe,Automatic,Gasoline
"BMW 3 Series318d Luxury

P3,550,000",Sedan,Automatic,Diesel
"BMW 3 Series320d M Sport

P4,090,000",Sedan,Automatic,Diesel
"BMW 3 SeriesGran Turismo 320d

P4,290,000",Sedan,Manual,Diesel
"BMW 3 SeriesSedan M3

P9,690,000",Sedan,Automatic,Gasoline
"Hyundai Eon0.8 GLX MT

P508,000",Wagon/Hatchback,Manual,Gasoline
"Hyundai Eon0.8 GLX NAVI MT

P526,000",Wagon/Hatchback,Manual,Gasoline
"Foton Thunder4x2 MT

P988,000",Pickup,Manual,Diesel
"Foton Thunder4x4 MT

P1,248,000",Pickup,Manual,Diesel
"Foton ThunderE

P840,000",Pickup,Manual,Diesel
"Foton Thunder4x2 AT

P1,098,000 Promo Available",Pickup,Automatic,Diesel
"Toyota Prius CC Full Option AT

P1,887,000",Wagon/Hatchback,Automatic,Hybrid
"Mercedes-Benz SL-ClassSL 350

Ask price",Convertible,Automatic,Gasoline
"Mercedes-Benz SL-ClassSL 600

Ask price",Convertible,Automatic,Gasoline
"Mercedes-Benz SL-ClassSL 63 AMG

Ask price",Convertible,Automatic,Gasoline
"Audi A61.8 Turbo FSI S-Tronic

Ask price",Sedan,Manual,Gasoline
"Audi A63.0 Quattro TDI

Ask price",Sedan,Automatic,Diesel
"Dodge DurangoCitadel

P3,380,000",SUV,Automatic,Gasoline
"Dodge DurangoLimited

P3,080,000",SUV,Automatic,Gasoline
"Jaguar XJ3.0 V6

Ask price",Sedan,Automatic,Diesel
"Jaguar XJ2.0 Premium Luxury LWB

Ask price",Sedan,Automatic,Gasoline
"Jaguar XJ2.0 Premium Luxury SWB

Ask price",Sedan,Automatic,Gasoline
"Foton Tornado2E E3 Turbo Dropside

P755,000",Truck,Manual,Diesel
"Foton Tornado2 E3 Double Cab

P775,000",Truck,Manual,Diesel
"Foton Tornado2E E3 Turbo F-Van

P815,000",Truck,Manual,Diesel
"Foton Tornado2E E3 Turbo MPV

P855,000",Truck,Manual,Diesel
"Foton Tornado2.2C Dropside

P870,000",Truck,Manual,Diesel
"Foton Tornado3.5C Dropside

P890,000",Truck,Manual,Diesel
"Foton Tornado2.2C F-Van Plain

P935,000",Truck,Manual,Diesel
"Foton Tornado3.5C F-Van Plain

P975,000",Truck,Manual,Diesel
"Foton Tornado2.2C MPV

P985,000",Truck,Manual,Diesel
"Foton Tornado4.5C Dropside

P1,030,000",Truck,Manual,Diesel
"Foton Tornado4.5C F-Van Plain

P1,120,000",Truck,Manual,Diesel
"Foton Tornado3.5C Power Tailgate 1.5

P1,145,000",Truck,Manual,Diesel
"Foton Tornado2.2C Ref Van

P1,280,000",Truck,Manual,Diesel
"Foton Tornado3.5 Self-Loader

P1,625,000",Truck,Manual,Diesel
"Foton Tornado4.5C Telescopic Crane

P1,690,000",Truck,Manual,Diesel
"Chevrolet Cruze1.8 L MT

P858,888",Sedan,Manual,Gasoline
"Chevrolet Cruze1.8 LS AT

P963,888",Sedan,Automatic,Gasoline
"Chevrolet Cruze1.8 LT AT

P1,103,888",Sedan,Automatic,Gasoline
"Suzuki APV1.6 GA

P588,000",Van,Manual,Gasoline
"Suzuki APV1.6 GLX

P808,000",Van,Manual,Gasoline
"Suzuki APVUtility Van

P660,000",Van,Manual,Gasoline
"Audi A73.0 TFSI Quattro

Ask price",Sedan,Automatic,Gasoline
"BMW X3xDrive20d xLine

P4,390,000",SUV,Automatic,Diesel
"BMW X3xDrive20d M Sport

P4,590,000",SUV,Automatic,Diesel
"Ford FocusHatchback 1.5 EcoBoost Sport AT

P1,088,000",Wagon/Hatchback,Automatic,Gasoline
"Ford FocusHatchback 1.5 EcoBoost Sport+ AT

P1,278,000",Wagon/Hatchback,Automatic,Gasoline
"Ford FocusSedan 1.5 EcoBoost Titanium AT

P1,088,000",Sedan,Automatic,Gasoline
"Ford FocusSedan 1.5 EcoBoost Titanium+ AT

P1,278,000",Sedan,Automatic,Gasoline
"Land Rover DiscoveryDiscovery 4 SDV6 Diesel

Ask price",SUV,Automatic,Diesel
"Mercedes-Benz CLS-ClassCLS 350 BlueEFFICIENCY

Ask price",Sedan,Automatic,Gasoline
"Mercedes-Benz CLS-ClassCLS 63 AMG

Ask price",Sedan,Automatic,Gasoline
"LOTUS Elise20th Edition

Ask price",Coupe,Manual,Gasoline
"LOTUS Elise250 Cup 1.8 MT

Ask price",Coupe,Manual,Gasoline
"LOTUS ExigeV6 Cup

Ask price",Coupe,Manual,Gasoline
"LOTUS ExigeS Roadster MT

Ask price",Convertible,Manual,Gasoline
"LOTUS ExigeS Roadster AT

Ask price",Convertible,Automatic,Gasoline
"LOTUS ExigeS Coupe MT

Ask price",Coupe,Manual,Gasoline
"LOTUS ExigeS Coupe AT

Ask price",Coupe,Automatic,Gasoline
"TATA IndigoLX

P535,000",Sedan,Manual,Diesel
"LOTUS Evora400 MT

Ask price",Coupe,Manual,Gasoline
"LOTUS Evora400 AT

Ask price",Coupe,Automatic,Gasoline
"LOTUS EvoraSport 410 MT

Ask price",Coupe,Manual,Gasoline
"Mahindra ScorpioGLX

P965,000",SUV,Manual,Diesel
"Mahindra ScorpioFloodbuster

P975,000",SUV,Manual,Diesel
"Volkswagen Santana1.4 MPI Trendline MT

P686,000",Sedan,Manual,Gasoline
"Volkswagen Santana1.5 MPI AT S

P898,000",Sedan,Automatic,Gasoline
"Volkswagen Santana1.5 MPI AT SE

P962,000",Sedan,Automatic,Gasoline
"Kia Stinger3.3 V6 GT

P3,250,000",Sedan,Automatic,Gasoline
